"variable_id","name","InChIKey","ClassyFy.Status","Kingdom","Superclass","Class","Subclass","Parent.Level.1","Parent.Level.2","Parent.Level.3","Parent.Level.4","Parent.Level.5"
"M309T734_POS","5-O-Methylembelin","KHBJLRRAMCJZLZ-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Cyclic ketones","Quinones","Benzoquinones","P-benzoquinones"
"M309T804_POS","Cinnamodial","UKLMEFSRPRDOLD-FHAGJLJUNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Tertiary alcohols","","","",NA
"M309T94_NEG","13(S)-Hydroperoxylinolenic acid(13S)-Hydroperoxy-cis-9,15-trans-11-octadecatrienoic acid(13S)-HPLA13(S)-hydroperoxy-9(Z),11(E),15(Z)-octadecatrienoic acid","UYQGVDXDXBAABN-XJEGMNQANA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives","","","",NA
"M310T604_POS","Melophlin M","CELZEZYUAVUZRU-NXVVXOECNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolidines","N-alkylpyrrolidines","N-alkylpyrrolidines","","",NA,NA
"M311T717_POS","13(S)-HPOT","BACYUWVYYTXETD-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids",NA
"M311T94_NEG","(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid"," LKLLJYJTYPVCID-JVVXYUKTSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M312T600_POS","C14-homoserine lactone","ZQAYHOXXVBVXPZ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","",NA
"M312T94_2_NEG","(9Z)-12,13-dihydroxyoctadeca-9-enoate","CQSLTKIXAJTQGA-FLIBITNWSA-M","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","",NA,NA
"M313T95_NEG","9,10-epoxy-18-hydroxystearate","ITTPZDMHCNGAGQ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids","","","",NA
"M314T144_NEG","Rosinidin","GNONHFYAESLOCB-UHFFFAOYSA-O","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","7-O-methylated flavonoids","","","",NA
"M314T470_POS","Moupinamide","NPNNKDMSXVRADT-WEVVVXLNSA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols","","","",""
"M315T312_NEG","4-(beta-D-glucosyloxy)-3-hydroxy-benzoic acidProtocatechuic acid 4-O-beta-glucoside","HFFREILXLCWCQH-NAHKZAEYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides","","",NA
"M317T655_POS","geranyl β-D-glucopyranoside","RMMXLHZEVYNSJO-QYSJADTOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides","","","",""
"M319T773_POS","Coenzyme Q2","SQQWBSBBCSFQGC-JLHYYAGUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Prenylquinones","Ubiquinones","","",NA
"M321T887_POS","(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate","ZYWUVGFIXPNBDL-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","","",NA
"M322T153_NEG","9-Methoxyaristolactam I","LGDDKZBOKLRXPS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenanthrenes and derivatives","Phenanthrols","Phenanthrols","","","",""
"M322T710_POS","Malycorin A","ADOVHGGEHQBHMV-NIXPXFCWNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azaspirodecane derivatives","","Azaspirodecane derivatives","","","",NA
"M322T830_POS","alpha-Linolenoyl Ethanolamide","HBJXRRXWHSHZPU-PDBXOOCHSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines","",NA
"M323T67_NEG","Decylubiquinol","BTYPDNLNMWEDPW-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzofurans","","Benzofurans","","","",NA
"M323T798_POS","Decylubiquinone","YKYPDZXADGLUPP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzamides","","","",NA
"M323T811_POS","3β,15,16-trihydroxydolabrene","OEXGWMJSOMQOBP-XVMBTQODSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Colensane and clerodane diterpenoids","","","",""
"M325T61_NEG","Dodecylbenzenesulfonic acid","KWXICGTUELOLSQ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonic acids and derivatives","Benzenesulfonic acids and derivatives","","","",""
"M327T700_POS","Tris(1-chloro-2-propyl)phosphate","KVMPUXDNESXNOH-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Trialkyl phosphates","","",""
"M327T766_2_POS","3,3-Difluoro-17-methyl-5alpha-androstan-17beta-ol","OSTOGLSZOICDLE-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","","","",""
"M327T771_POS","2-Oxophytanate","JERSOOYEUQPDMR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","","Naphthopyrans","","","",NA
"M327T937_POS","(1E,6S,8S)-1,6-Dibromo-8-chloro-1,3-ochtodiene[1(E),4alpha,6beta]-(+)-4-bromo-1-(2-bromoethenyl)-6-chloro-5,5-dimethylcyclohexene","QRJOULVKMXUYFZ-MENIKAEQNA-N","Completed","Organic compounds","Organohalogen compounds","Vinyl halides","Vinyl bromides","Vinyl bromides","","","",""
"M329T65_NEG","Podolactone E","GYGGJZCRRDXTBB-GQSQFWLQNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","","Naphthopyrans","","","",NA
"M329T66_NEG","2,3-Dihydroxypropyl hexadecanoate1-Monopalmitin","QHZLMUACJMDIAE-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","Monoacylglycerols","1-monoacylglycerols","","",""
"M330T175_POS","Desulfoglucotropeolin","CBPJQFCAFFNICX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Leucine and derivatives",NA,NA
"M330T380_POS","(E)-N-[2-hydroxy-2-(4-hydroxyphenyl)ethyl]-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide"," VJSCHQMOTSXAKB-YCRREMRBSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M331T688_POS","Homopterocarpin"," GIWAJLOUUBQKKA-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M332T688_POS","Nizatidine","YXBGGXXOSAYEJC-UHFFFAOYSA-N","Completed","Organic compounds","Organometallic compounds","Organometalloid compounds","Organosilicon compounds","Alkylarylsilanes","","","",NA
"M332T724_POS","Megastachine","BOFRXDMCQRTGII-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Nitrophenols","Nitrophenols","","","",NA
"M335T327_POS","9-Fluoro-16alpha-hydroxyandrost-4-ene-3,11,17-trione","ALDAEZZGJWFYRM-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Thiazoles","Thiazolecarboxylic acids and derivatives","Thiazolecarboxamides","","",NA
"M335T366_POS","8R-HPETE","FKUQDPQMNVKDHV-XDMQPLOZNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroperoxyeicosapentaenoic acids","","",NA,NA
"M335T912_POS","Meliavosin","RFTIRMPAYWBDKJ-DLVNPUSTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives","","","",""
"M336T111_POS","Vasnetine","XROLSYQINIGIQK-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines","","","",NA
"M336T142_NEG","Streptobiosamine","GGXKEBACDBNFAF-UHFFFAOYSA-M","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","",NA,NA
"M336T850_POS","N-Isobutyl-(2E,4E)-octadecadienamide","QQCGKIZHTJLRNN-NBRVCOCJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines","","","",""
"M337T360_NEG","L-Ascorbic acid-2-glucoside","ORTPQNXORFIZBB-SECBINFHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Fatty alcohols","","","",""
"M338T917_POS","Erucamide","UAUDZVJPLUQNMU-KTKRTIGZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides","","","",NA
"M338T917_POS","Erucamide","UAUDZVJPLUQNMU-KTKRTIGZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides","","","",NA
"M339T206_NEG","Cellobiono-1,5-lactone","KGUVBHLPMGERAT-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Leucine and derivatives","",""
"M339T830_POS","Aphidicolin","MNSGOOCAMMSKGI-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isoindoles and derivatives","Isoindolines","Isoindolones","Phthalimides","","",""
"M341T390_NEG","Trehalose","HDTRYLNUVZCQOY-LIZSDCNHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds","","",NA
"M341T390_NEG","Trehalose","HDTRYLNUVZCQOY-LIZSDCNHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds","","",NA
"M342T105_NEG","Violacein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M343T409_POS","IsoconessimineNorconessine","UBWOPONWVXRTKE-VVJRUZARNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Conanine-type alkaloids","","","",NA
"M343T418_NEG","Lactitol","VQHSOMBJVWLPSR-JVCRWLNRSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides","","","",NA
"M344T676_POS","(+)-17-Oxocycloprotobuxine","NTMZGMLZXHMVHC-GNPWZTMHNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxosteroids","Oxosteroids","","","",""
"M344T796_POS","Senepodine B","OQDUBIXUEUDROW-AOYLNPPPNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolizines","","Quinolizines","","","",""
"M345T796_POS","Deoxycholic acid3alpha,12alpha-Dihydroxy-5.beta.-cholanoic acid","KXGVEGMKQFWNSR-TTYWQTGHNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives","","",""
"M345T812_POS","Testosterone_Propionate","PDMMFKSKQVNJMI-PPRDLICTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters","Steroid esters","","","",""
"M347T814_POS","Corticosterone","OMFXVFTZEKFJBZ-HJTSIMOOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids","","","",""
"M349T476_POS","Compound VII","ZYEJEDLYJKCTPM-UHFFFAOYSA-M","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid salts","","","",NA
"M349T745_POS","Avocadyne Acetate"," JAKAZHIACKJNNB-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M349T94_NEG","4,4-Difluoropregn-5-ene-3,20-dione","GLUUXSJKNJQCJP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","N-phenylureas","N-phenylureas","","","",NA
"M350T367_2_POS","Neovasipyridone A","NAMOYKKVUOAEJB-LFIBNONCNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Hydropyridines","Tetrahydropyridines","","","",""
"M351T341_NEG","4-Methylumbelliferone glucuronide","QMWWAEFYIXXXQW-UHFFFAOYSA-M","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids","",""
"M351T783_POS","Alatolide","YIUNVJGEMXODJX-UHFFFAOYSA-M","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinium derivatives","Pyridinium derivatives","","","",NA
"M352T341_NEG","Pentoxazone","IJLWGRNIWQQPLE-LLVKDONJSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Coumarans","","Coumarans","","","",NA
"M353T173_NEG","Melanocin C","JIBJFCGHEWXKFO-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthols and derivatives","Naphthols and derivatives","","","",NA
"M353T62_NEG","Guayulin B","PSEUVXLMKIAASF-DWUXDIELNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Bicyclogermacrane and isolepidozane sesquiterpenoids","","","",""
"M356T74_NEG","Uplandicine","DVLBYTMYSMAKHP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazines","Phenothiazines","Phenothiazines","","",NA,NA
"M356T767_POS","Arachidoyl Ethanolamide","AUJVQJHODMISJP-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines","",NA
"M357T351_NEG","robustaquinone G","JKXHMVHBYLVNJU-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Anthracenes","Anthraquinones","Anthraquinones","","","",NA
"M358T65_NEG","Acosmine","AJLGFIUHZYHQNA-GLUOUARRNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolizidines","","Quinolizidines","","","",NA
"M359T731_2_POS","Matairesinol"," MATGKVZWFZHCLI-LSDHHAIUSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M359T731_2_POS","Matairesinol"," DCTLJGWMHPGCOS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M360T74_POS","β-Gentiobiose"," DLNWZIVYKQXLTN-CGYUPCHJSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M360T74_POS","β-Gentiobiose"," DLRVVLDZNNYCBX-CQUJWQHSSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M361T174_NEG","Antirrhinoside","PPHQUIPUBYPZLD-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Tertiary amines","Tertiary alkylarylamines","Dialkylarylamines","",""
"M361T746_POS","2-(2-hydroxybut-3-en-2-yl)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran-4,5-diol"," UNORIIWPFZFSEC-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M362T829_POS","CJ 17572","CUVIKLNIJJAXLF-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolines","","Pyrrolines","","",NA,NA
"M363T66_POS","5,7,8,3',4'-Pentahydroxy-3,6-dimethoxyflavone","UDKMHQFJYPBQRT-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","6-O-methylated flavonoids","","","",NA
"M365T135_NEG","Phosphoribosyl-formamido-carboxamide","TXMMGHTZZATFIJ-YPLCUDRINA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Pentoses","Pentose phosphates","",NA
"M365T63_POS","Melibiose"," DLRVVLDZNNYCBX-ZZFZYMBESA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M365T715_POS","(+)-Pteridic acid APteridic acid A","QBUNWYIRJPTIPL-KIJFWFMBNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids","","","",""
"M365T790_POS","Pyridaben","USTOHWJWIROWNE-SECBINFHSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Halobenzoic acids and derivatives","2-halobenzoic acids and derivatives","","",NA
"M367T409_2_POS","Fortimicin KK1","HKXVEAPTOBWDBW-LJQANCHMSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinoxalines","","","",NA
"M369T62_NEG","19-Furan-2-yl-nonadeca-5,7-diynoic acid methyl ester","HNDNGAKJXKATIX-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters","","","",NA
"M369T843_POS","Secosubamolide A","GLIPXQAGIQSPTQ-SKQICPFUNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols","","","",NA
"M371T805_POS","Hookerianamide K","JLDLXPZTQHZTBT-BQPLEEGUNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Azasteroids and derivatives","Azasteroids and derivatives","","","",NA
"M373T272_POS","Isosinensetin","UYCWETIUOAGWIL-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","8-O-methylated flavonoids","","","",NA
"M373T378_POS","Syringenone","SHQBCWIAMCDHGE-OLWCXCQSNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides","","","",NA
"M373T752_POS","A-Nor-5alpha-cholestan-2-one","MDARTEWSBCLXJL-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","","","",""
"M374T733_POS","Stellettamide B","OCOKWMCPIIUWMI-JPFKHPQINA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids","","","",""
"M375T447_POS","Gossypetin 7-methyl ether 8-acetate","ATGKLATVDOAAOB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavonols","","","",NA
"M375T912_POS","Glyceryl linolenate"," GGJRAQULURVTAJ-PDBXOOCHSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M377T939_2_NEG","Ardisiphenol A","QIOIOJNMBXOYMA-HJWRWDBZSA-N","Completed","Organic compounds","Benzenoids","Phenol esters","","Phenol esters","","","",""
"M378T153_NEG","2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide","WJGBLIUGZFWCJN-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzodiazepines","Dibenzodiazepines","Dibenzodiazepines","","","",NA
"M378T590_POS","Karakoline"," HKQZUYOVMYOFIT-VHNBHZRZSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M378T590_POS","Karakoline"," FCWYNTDTQPCVPG-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M378T71_NEG","Gonyautoxin 5","LLTRXRDEGBMRPL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines","","","",""
"M378T750_POS","Aurachin F","MQKPXALVXVCTEK-XDHOZWIPSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Pyranoquinolines","","","",""
"M379T383_POS","Cornudentanone","JIUGZSYPFREDLG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohol esters","Fatty alcohol esters","","","",NA
"M379T392_NEG","Didymocalyxin C","QXEBIXCIMOCZGN-CMDGGOBGSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Furopyrans","","Furopyrans","","","",""
"M379T66_NEG","Cycloschkuhriadiol acetate","OLZTYAABSYLPBY-XGMKRDNWNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","","Naphthopyrans","","","",""
"M379T819_POS","Lagochilin"," XYPPDQHBNJURHU-RHFXQVJCSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M380T794_POS","3,6,9,12-Tetraoxatetracosan-1-ol","WPMWEFXCIYCJSA-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers","Polyethylene glycols","","",NA
"M380T819_POS","Ro 09-1543","SQLQLDKOWUQTAV-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","",NA
"M381T189_NEG","Chrysoqueen","HAECORBRWKQWGT-SZDDFOHBNA-N","Completed","Organic compounds","Benzenoids","Tetralins","","Tetralins","","","",NA
"M382T435_NEG","Pantoprazole","UBIBSXMTVJAYTQ-OWLVHUDESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives","","","",NA
"M382T789_POS","Sphinganine-1-phosphate","YHEDRJPUIRMZMP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Sphingolipids","Phosphosphingolipids","Phosphosphingolipids","","","",NA
"M383T95_NEG","24-Hydroxytetracosanoic acid","OVBKVWSHXDCSTK-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids","","","",""
"M384T436_NEG","Clavatadine E","FHRJNEDPVPOFPW-RGVLZGJSSA-N","Completed","Organic compounds","Benzenoids","Phenols","Halophenols","Bromophenols","O-bromophenols","",NA,NA
"M385T562_POS","Persicaxanthin(3S,5R,6S)-5,6-Epoxy-5,6-dihydro-12'-apo-beta,psi-carotene-3,12'-diol","JQVNCYNADFKYNN-AACXJDPINA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids","","","",NA
"M386T179_NEG","Apholate","DXYUORYHAHZYHZ-NLEPDTAZSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds","",NA,NA
"M386T372_POS","Zeanoside A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M389T297_NEG","Monotropein","HPWWQPXTUDMRBI-LJIQLVJANA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides","","","",NA
"M389T445_NEG","6-Butyryl-5-hydroxy-4-phenylseselin","HTYHJXFUSAYYEQ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Neoflavonoids","Prenylated neoflavonoids","Prenylated neoflavonoids","","","",NA
"M390T707_POS","3-Geranylgeranyl indole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M391T926_POS","Di(2-ethylhexyl)phthalate (DEHP)","BJQHLKABXJIVAM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","","","",NA
"M392T819_POS","Fortimicin D","VYLDQCCRMFPJHA-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides","",NA
"M395T156_NEG","6-Methoxyluteolin 7-sulfate","NOCHZYLEPAPRNC-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","6-O-methylated flavonoids","","","",""
"M397T601_POS","Strongylophorin 24","RYXAKJYTPYDEOI-GHLGABHTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxosteroids","19-oxosteroids","","","",NA
"M400T152_NEG","Triasulfuron","MKJXYGKVIBWPFZ-UHFFFAOYSA-L","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid salts","","","",""
"M401T107_NEG","1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone","PJUIMOJAAPLTRJ-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Polyols","1,2-diols","","",""
"M401T303_NEG","benzyl alcohol 6-O-β-D-xylopyranosyl-β-D-glucopyranoside","WOGBNISMMIOPAZ-NWQIESHVSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds","","",NA
"M402T781_POS","Stellettamide A","IUUKDWXSYSAIGO-KUQFTLLTNA-O","Not Found","","","","","","","","",NA
"M405T746_POS","5?-CHOLANIC ACID-3?-OL-6_7-DIONE","FRIRHJVKXFYECW-ZTERCDMUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives","",NA,NA
"M408T860_POS","Asmarine J","OYPNTPXIXGAEFG-MHTSTPQQNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrimidodiazepines","","Pyrimidodiazepines","","","",""
"M409T100_NEG","1-Palmitoylglycerol 3-phosphate","FVHAWXWFPBPFOS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Nitrobenzenes","Nitrobenzenes","","",NA,NA
"M409T108_NEG","Benfuracarb","LKMCJXXOBRCATQ-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","","","",""
